"Cj.action","Dg.action","Sp.action","To.action","Dc.action","Lp.action","Pm.action","Ao.action","Be.action","Cb.action","Hl.action","Hp.action","Ra.action","Pt.action","Fr.action","Pg.action","Ga.action","Am.action"
0,2.40607142857143,0,0,0,0,2.40607142857143,2.40607142857143,0,0,2.40607142857143,0,2.40607142857143,0,0,2.40607142857143,0,2.40607142857143
0,22.0561449385714,0,0,0,0,22.0561449385714,22.0561449385714,0,0,22.0561449385714,0,22.0561449385714,0,0,22.0561449385714,0,22.0561449385714
0,0.970777570439667,0,0,0,0,0.970777570439667,0.970777570439667,0,0,0.970777570439667,0,0.970777570439667,0,0,0.970777570439667,0,0.970777570439667
0,0,1.61905516375,0,1.61905516375,0,1.61905516375,1.61905516375,1.61905516375,0,0,1.61905516375,0,0,1.61905516375,0,0,1.61905516375
0,0,2.40607142857143,0,2.40607142857143,0,2.40607142857143,2.40607142857143,2.40607142857143,0,0,2.40607142857143,0,0,2.40607142857143,0,0,2.40607142857143
0,0,22.0561449385714,0,22.0561449385714,0,22.0561449385714,22.0561449385714,22.0561449385714,0,0,22.0561449385714,0,0,22.0561449385714,0,0,22.0561449385714
0,0,0.970777570439667,0,0.970777570439667,0,0.970777570439667,0.970777570439667,0.970777570439667,0,0,0.970777570439667,0,0,0.970777570439667,0,0,0.970777570439667
0,0,0,1.61905516375,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2.40607142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,22.0561449385714,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.970777570439667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.61905516375,0,1.61905516375,0,1.61905516375,0,1.61905516375,1.61905516375,1.61905516375,0,0,0,0,0,0,1.61905516375,0,1.61905516375
2.40607142857143,0,2.40607142857143,0,2.40607142857143,0,2.40607142857143,2.40607142857143,2.40607142857143,0,0,0,0,0,0,2.40607142857143,0,2.40607142857143
22.0561449385714,0,22.0561449385714,0,22.0561449385714,0,22.0561449385714,22.0561449385714,22.0561449385714,0,0,0,0,0,0,22.0561449385714,0,22.0561449385714
0.970777570439667,0,0.970777570439667,0,0.970777570439667,0,0.970777570439667,0.970777570439667,0.970777570439667,0,0,0,0,0,0,0.970777570439667,0,0.970777570439667
0,0,0,0,0,0,0,0,0,1.61905516375,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2.40607142857143,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,22.0561449385714,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.970777570439667,0,0,0,0,0,0,0,0
0,1.61905516375,0,1.61905516375,0,1.61905516375,0,0,0,1.61905516375,1.61905516375,0,0,0,0,0,1.61905516375,0
0,2.40607142857143,0,2.40607142857143,0,2.40607142857143,0,0,0,2.40607142857143,2.40607142857143,0,0,0,0,0,2.40607142857143,0
0,22.0561449385714,0,22.0561449385714,0,22.0561449385714,0,0,0,22.0561449385714,22.0561449385714,0,0,0,0,0,22.0561449385714,0
0,0.970777570439667,0,0.970777570439667,0,0.970777570439667,0,0,0,0.970777570439667,0.970777570439667,0,0,0,0,0,0.970777570439667,0
1.61905516375,0,0,0,0,0,0,1.61905516375,0,0,0,0,0,0,1.61905516375,1.61905516375,0,0
2.40607142857143,0,0,0,0,0,0,2.40607142857143,0,0,0,0,0,0,2.40607142857143,2.40607142857143,0,0
22.0561449385714,0,0,0,0,0,0,22.0561449385714,0,0,0,0,0,0,22.0561449385714,22.0561449385714,0,0
0.970777570439667,0,0,0,0,0,0,0.970777570439667,0,0,0,0,0,0,0.970777570439667,0.970777570439667,0,0
0,0,0,1.61905516375,0,1.61905516375,0,0,0,1.61905516375,0,0,1.61905516375,1.61905516375,0,0,1.61905516375,0
0,0,0,2.40607142857143,0,2.40607142857143,0,0,0,2.40607142857143,0,0,2.40607142857143,2.40607142857143,0,0,2.40607142857143,0
0,0,0,22.0561449385714,0,22.0561449385714,0,0,0,22.0561449385714,0,0,22.0561449385714,22.0561449385714,0,0,22.0561449385714,0
0,0,0,0.970777570439667,0,0.970777570439667,0,0,0,0.970777570439667,0,0,0.970777570439667,0.970777570439667,0,0,0.970777570439667,0
